url,status,url_length,num_slashes,num_dots_host,num_terms_host,Sp_char,IPinUrl,Http,Subdomain,Num_Dots_Path,host_hyphen,Len,LSTM
http://www.bionity.com/en/encyclopedia/Digene.html,benign,11,5,2,3,0,0,1,1,1,0,50,0.2866053581237793
http://marketinghelper.com.au/themes/sports/wp-content/net/c74c4bf0dad9cbae3d80faa054b7d8ca/,malicious,22,8,2,3,1,0,1,0,0,0,92,0.6585866212844849
http://www.mebank.com.au/about-us/resources/everyday-transaction-account-faqs/,benign,13,6,3,4,1,0,1,1,0,0,78,0.6863196492195129
https://form.elementform.com/0a4b86bcfd8d414b9fbce0329020508d45549925,malicious,15,3,2,3,0,0,0,1,0,0,69,0.2515789568424225
https://uwwivwhdqgjrauuhsjnznfzjprsdvgaiyojw-dot-gl494903049.wl.r.appspot.com/,malicious,11,3,4,5,1,0,0,1,0,2,78,0.8165733218193054
https://www.crossstitch.pk/,benign,14,3,2,3,0,0,0,1,0,0,27,0.5614443421363831
http://www.surfacespa.com/au/,malicious,14,4,2,3,0,0,1,1,0,0,29,0.2866053581237793
http://www.myappwiz.com/home/redirect?targetUrl=http://5.83.162.160/staff,malicious,12,7,2,3,1,1,1,1,0,0,73,0.2866053581237793
https://ezoomeranggrow.com/web/english/index.php?email=honeypot@domain.com],malicious,18,5,1,2,1,0,0,0,1,0,75,0.2366850227117538
http://www.ijtte.com/uploads/2014-09-07/5d577a86-202d-e1a1IJTTE_Vol%204%283%29_4.pdf,benign,9,5,2,3,1,0,1,1,1,0,84,0.597105085849762
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7a2a8f1e1c7c105/?cmd=_update&dispatch=7a2a8f1e1c7c105b9&locale=_US,malicious,17,5,4,5,1,0,1,1,0,1,127,0.9394153952598572
http://www.partycity.com/category/party+ideas/birthday/boys/mickey+mouse.do,benign,13,7,2,3,1,0,1,1,1,0,75,0.2866053581237793
https://kodi.tv/addons/context-menus,benign,7,4,1,2,1,0,0,0,0,0,36,0.3827179074287414
https://www.virzoom.com/,benign,11,3,2,3,0,0,0,1,0,0,24,0.2866053581237793
https://en.wikipedia.org/wiki/Switched_at_Birth_(season_5),benign,13,4,2,3,1,0,0,1,0,0,58,4.965347670804476e-06
https://auduboninstitute-my.sharepoint.com/:o:/g/personal/kramsey_auduboninstitute_org/EveSQu6pzsxOjjLjb-YGjEwBwb6DV_wN9eBMuZghm1jKBw?e=bCYSTA,malicious,14,7,2,3,1,0,0,1,0,1,142,0.2747036814689636
http://singapore.recruit.net/search-interactive-media-designer-jobs,benign,11,3,2,3,1,0,1,1,0,0,67,0.1340328156948089
http://handle.booktobi.com/css/index.html/,malicious,12,5,2,3,0,0,1,1,1,0,42,0.2515789568424225
http://www.brighant.com/1122?sec=Jochen%20Kuntermann,malicious,12,3,2,3,1,0,1,1,0,0,52,0.2866053581237793
https://www.nist.gov/pml/time-and-frequency-division/popular-links/help-radio-controlled-clocks,benign,8,6,2,3,1,0,0,1,0,0,95,0.0017697748262435
http://www.edisontechcenter.org/Transmission.html,benign,20,3,2,3,0,0,1,1,1,0,49,0.1881412416696548
https://docs.google.com/forms/d/e/1FAIpQLSfDwn92QVW38Ss-20KziPdDCTGi6S6IH4nAsXeQlGTvdjh4eA/closedform,malicious,10,7,2,3,1,0,0,1,0,0,101,0.9959854483604432
http://blog.unibulmerchantservices.com/credit-card-transaction-processing-basics/,benign,26,4,2,3,1,0,1,1,0,0,81,0.1438316404819488
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__iRYFuZURVNGMFBTVDZFMjFGUFhVWkM3RzZaR1JVNS4u,malicious,10,4,2,3,1,0,0,1,1,0,132,0.009697956033051
https://www.tabellenexperte.de,benign,18,2,2,3,0,0,0,1,0,0,30,0.3419003188610077
http://gockinhnghiem.com/about/,benign,17,4,1,2,0,0,1,0,0,0,31,0.2366850227117538
https://en.wikipedia.org/wiki/Network_topology,benign,13,4,2,3,1,0,0,1,0,0,46,4.965347670804476e-06
http://teksty-pesenok.ru/tracey-curtis/tekst-pesni-the-john-peel-song/1606493/,benign,17,6,1,2,1,0,1,0,0,1,78,0.9880096912384032
http://www.ciclic.fr/,benign,9,3,2,3,0,0,1,1,0,0,21,0.7766858339309692
http://ijikc.co.in/rating/KEN7XX7Y0P9/wemail_al.html,malicious,11,5,2,3,1,0,1,0,1,0,52,0.917249083518982
https://www.tumblr.com/safe-mode?url=https%3A%2F%2Fmc1235711.tumblr.com%2F,benign,10,3,2,3,1,0,0,1,0,0,74,0.0971553921699523
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,malicious,21,6,2,3,1,0,1,1,1,0,108,0.2866053581237793
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b31466003a51a2b?cmd=_update&dispatch=b31466003a51a2b07&locale=_,malicious,17,4,4,5,1,0,0,1,0,1,125,0.9394153952598572
http://vimall.ru/,benign,9,3,1,2,0,0,1,0,0,0,17,0.9880096912384032
http://www.diffen.com/difference/MMS_vs_SMS,benign,10,4,2,3,1,0,1,1,0,0,43,0.2866053581237793
http://bangla.plus,benign,11,2,1,2,0,0,1,0,0,0,18,0.7708021998405457
http://jcs.biologists.org/content/joces/117/25/6061.full.pdf,benign,14,7,2,3,0,0,1,1,2,0,60,0.0697834342718124
https://powerpoint7777.typeform.com/to/tVqZufIj,malicious,12,4,2,3,0,0,0,1,0,0,47,0.3821315765380859
http://joshtobye.com/3.mtb.com/www3.mtb.com/emsslv9082.php?YmjBYuHwX9i3fqlQEfWPf514qjqXpr6tN4KRN4j1rFLK3BwXJQJGDsFL9aKbrYAJLPYDh8nuP3gxmumzrfWbqaOBPk7oD0GJPYfPxtOEE18IaF2iH0SGv9nM5DjwqVdCH69VQo6J9x0QDNDyNWJi6XxRfbQQyV4z6ivS1H8Y2tQ7e8u87WpBdKAzjb319BX2prmMyk5f,malicious,13,5,1,2,1,0,1,0,5,0,259,0.2366850227117538
http://disney.wikia.com/wiki/The_Mickey_Mouse_Club,benign,9,4,2,3,1,0,1,1,0,0,50,1.008515027933754e-06
https://docs.google.com/forms/d/e/1FAIpQLSd8PwJ0urcuN-J-97ONvbNKgTGoDxjmFI-Xl8bcjptdhTZUUA/viewform?usp=send_form,malicious,10,7,2,3,1,0,0,1,0,0,113,0.9959854483604432
https://www.alquileres.com.py/completed/Dropbox/wp-incllude/,malicious,17,6,3,4,1,0,0,1,0,0,60,0.9111832976341248
http://www.healmedicaltrauma.com/match/,malicious,21,4,2,3,0,0,1,1,0,0,39,0.2866053581237793
https://soportedinamic.webcindario.com/,malicious,15,3,2,3,0,0,0,1,0,0,39,0.3821315765380859
https://www.hornguys.com/,benign,12,3,2,3,0,0,0,1,0,0,25,0.2866053581237793
http://grandbettinggir2.blogspot.com,malicious,12,2,2,3,0,0,1,1,0,0,36,0.0587155558168888
http://hasmob.com/assurance/alibaba.com/Login.htm,malicious,10,5,1,2,0,0,1,0,2,0,49,0.2366850227117538
http://xahlee.info/kbd/dvorak_vs_colemak.html,benign,11,4,1,2,1,0,1,0,1,0,45,0.6818826198577881
https://developer.mozilla.org/en-US/docs/Web/API/Web_Speech_API,benign,11,7,2,3,1,0,0,1,0,0,63,8.708492714504246e-06
http://supremecourt.gov.np/web/,benign,19,4,2,3,0,0,1,0,0,0,31,0.8973321914672852
http://desomnis.tumblr.com,benign,10,2,2,3,0,0,1,1,0,0,26,0.0331373475492
http://fastfoodgozo.rs/a/yahoo/login.php,malicious,15,5,1,2,0,0,1,0,1,0,40,0.9391397833824158
http://sucursalpersonastransaccionesbancolombiacom.small-business-solutions.biz/,malicious,28,3,2,3,1,0,1,1,0,2,80,0.97964209318161
http://www.mamasvib.com/,benign,12,3,2,3,0,0,1,1,0,0,24,0.2866053581237793
http://www.vantaiduccuong.com/dab/outl/,malicious,18,5,2,3,0,0,1,1,0,0,39,0.2866053581237793
http://scqijie.com/wp-content/themes/chigue/immowelt.de-sign-in,malicious,11,6,1,2,1,0,1,0,1,0,63,0.4783729314804077
http://www.japanese-buddhism.com/noble-eightfold-path.html,benign,21,3,2,3,1,0,1,1,1,1,58,0.2866053581237793
https://for-sale.yakaz.com/digital-cameras,benign,9,3,2,3,1,0,0,1,0,1,42,0.5150699615478516
http://dgfhjgjrt65756hggree.clearpointsupplies.com/fhdfyrurthftf/,malicious,22,4,2,3,0,0,1,1,0,0,65,0.7209545373916626
https://servicefacture.blogspot.com/2020/04/blog-post_10.html,malicious,12,5,2,3,1,0,0,1,1,0,61,0.0587155558168888
http://grandmarketltd.co.uk/wp-includes/inozfoZ/noande/paypal/59c0d7ceb90328d92e80f4e1f3646b99/view/login.php,malicious,20,9,2,3,1,0,1,0,1,0,109,0.4122382700443268
http://teamwlg.com/aa209Page/aa209Page/cmd-login=2fa960a1990a231b18bfe6368da9c911/valid.php?src=DluZDluZHNmNDBlb2RzaDluZHNmNDDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbHNmNDBlb2RzaTRDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbZWppZXdpb2U5NDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpb25ja29uc2NrIGtjIGtqIHZqayBj?email=,malicious,11,6,1,2,1,0,1,0,1,0,404,0.2366850227117538
http://biddle-air.co.uk,benign,16,2,2,3,1,0,1,0,0,1,23,0.5653984546661377
https://tlcmgmt-my.sharepoint.com/:u:/p/hfa_ashton/EWhkFFHqP-9HpEcF2N6aAHgBmUwPHZaxjTCELjuqRIaejA?e,malicious,14,6,2,3,1,0,0,1,0,1,99,0.2747036814689636
https://www.ademforcongress.com/,benign,19,3,2,3,0,0,0,1,0,0,32,0.2866053581237793
https://edu-src.msu.ac.th/clinic/wp-includes/rest-api/fields/--/pontosvalidos/home.php,malicious,9,9,3,4,1,0,0,1,1,1,86,0.926512897014618
http://www.nationsonline.org/oneworld/map/google_map_Nice.htm,benign,17,5,2,3,1,0,1,1,1,0,61,0.1881412416696548
http://www.innovativephp.com/,benign,17,3,2,3,0,0,1,1,0,0,29,0.2866053581237793
http://surfeventsco.com/cgi-/,malicious,16,4,1,2,1,0,1,0,0,0,29,0.2366850227117538
http://www.thefreedictionary.com/active+transport,benign,21,3,2,3,1,0,1,1,0,0,49,0.0005911602056585
https://helpathome.jobs.net/,benign,8,3,2,3,0,0,0,1,0,0,28,0.5714299082756042
https://hoosevents.com/https:/impotsgouvfr/da674af0e12b648d840048f71cb0dfb0,malicious,14,5,1,2,0,0,0,0,0,0,75,0.2366850227117538
https://dpfoidspoifopdsifpoi.blogspot.com/,malicious,12,3,2,3,0,0,0,1,0,0,42,0.0587155558168888
https://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php,malicious,31,5,2,3,1,0,0,0,1,0,72,0.9822953939437866
https://www.scubaearth.com/Default.aspx,benign,14,3,2,3,0,0,0,1,1,0,39,0.2866053581237793
http://www.cndoubleegret.com/admin/secure/cmd-login=8e624428269b1e296f49085bd6b42d28/?reff=OWQzZTM3MjQ1MzMzMjAwNTg2MDA4NjJhYjQzNDZhMWY=,malicious,17,6,2,3,1,0,1,1,0,0,135,0.8046362400054932
http://www.yourdictionary.com/legislative-session,benign,18,3,2,3,1,0,1,1,0,0,49,0.2866053581237793
https://bbvaconsultas.com/,malicious,17,3,1,2,0,0,0,0,0,0,26,0.2366850227117538
https://ocurenc.com/,malicious,11,3,1,2,0,0,0,0,0,0,20,0.2366850227117538
https://www.helloprint.nl/,benign,13,3,2,3,0,0,0,1,0,0,26,0.6604388952255249
https://www.portablefreeware.com/?id=1300,benign,20,3,2,3,1,0,0,1,0,0,41,0.2866053581237793
http://www.weightgaintruth.com/,benign,19,3,2,3,0,0,1,1,0,0,31,0.2866053581237793
http://www.goodhopeservices.com/update/,malicious,20,4,2,3,0,0,1,1,0,0,39,0.2866053581237793
http://www.landscape-design-advisor.com/planning/virtual-design/virtual-sample-plans,benign,28,5,2,3,1,0,1,1,0,2,84,0.3586342632770538
http://bowmanconsultinggroup-my.sharepoint.com/:b:/g/personal/rbennett_bowmanconsulting_com/EVTdtEH1IU1LoyyBZJv-0lQBQthXG9De7FHgSMB0Uto5vw?e=4:PwCnqu&amp;at=9,malicious,14,7,2,3,1,0,1,1,0,1,158,0.2747036814689636
https://www.1and1.com/whois-domain-lookup,benign,9,3,2,3,1,0,0,1,0,0,41,0.597105085849762
https://billingservice-ee.com/account/index?ac=ee,malicious,21,4,1,2,1,0,0,0,0,1,49,0.2366850227117538
https://www.boilersupplies.com/,benign,18,3,2,3,0,0,0,1,0,0,31,0.2866053581237793
http://bibliateologiaefilosofia.blogspot.com/,benign,12,3,2,3,0,0,1,1,0,0,45,0.0587155558168888
http://apple.com.aieuv.cn/mim/4u220j18s43i590rr8485m4e85v375gbm903392982898s7926.html,malicious,8,4,3,4,0,0,1,1,1,0,85,0.99975848197937
http://outlook-webapp-portal.el.r.appspot.com/wp-content/xp.php,malicious,11,4,4,5,1,0,1,1,1,2,63,0.3020006120204925
https://seconfin.com/ab/CNC/en.php?.rand=13InboxLight.aspx?n=1774256418&email=JTAl&fid=1&fid=4&rand=13InboxLightaspxn.1774256418#n=1252899642&fid=1&fav=1,malicious,12,5,1,2,1,0,0,0,1,0,153,0.2366850227117538
https://www.microsoft.com/en-gb/store/p/itv-hub/9wzdncrfhzh7,benign,13,7,2,3,1,0,0,1,0,0,60,8.595654799137264e-05
http://updatequota.byethost5.com/form.php,malicious,13,3,2,3,0,0,1,1,1,0,41,0.3821315765380859
https://solitariospider.es,benign,18,2,1,2,0,0,0,0,0,0,26,0.9722885489463806
http://www.encyclo.co.uk/meaning-of-LATENCY,benign,13,3,3,4,1,0,1,1,0,0,43,0.2728537023067474
https://www.officialliker.co/,malicious,16,3,2,3,0,0,0,1,0,0,29,0.9530421495437622
https://glueturn.nn.r.appspot.com/off365.html?payment%20codeAAQkADUyYzNhODUwLTAwNzYtNGE2YS04YWQ1LWI2Yjg5MWY5NzM2ZAAQADKpx%20lv1KxDr2OE5uAPrZw=,malicious,11,3,4,5,1,0,0,1,1,0,142,0.3851484060287475
http://www.abdnepal.com/etigrade/ebill/login.php,malicious,12,5,2,3,0,0,1,1,1,0,48,0.2866053581237793
http://www.tucontaweb.com/Nachprufung,malicious,14,3,2,3,0,0,1,1,0,0,37,0.2866053581237793
http://assembly.ca.gov/committees,benign,6,3,2,3,0,0,1,1,0,0,33,1.7426625618099931e-06
http://mundovirtualhabbo.blogspot.com/2009_01_01_archive.html,malicious,12,3,2,3,1,0,1,1,1,0,61,0.0587155558168888
https://www.hyperride.co.nz/,benign,15,3,3,4,0,0,0,1,0,0,28,0.3285122811794281
https://tools.ietf.org/html/1459,benign,8,4,2,3,0,0,0,1,0,0,32,3.764046596188564e-06
https://www.iptvultra.com/,benign,13,3,2,3,0,0,0,1,0,0,26,0.597105085849762
https://www.edrawsoft.com/Local-Area-Network.php,benign,13,3,2,3,1,0,0,1,1,0,48,0.2866053581237793
http://secureupdate.appleld.com.duilawyeryork.com/ap/0fbb11329a3b4b3/?cmd=_update&dispatch=0fbb11329a3b4b36b&locale=_US,malicious,17,5,4,5,1,0,1,1,0,0,119,0.9079720377922058
http://yovcxm.com/chase/Chase/c3de889c703936d808fc0dc86f8c3b34,malicious,10,5,1,2,0,0,1,0,0,0,62,0.4783729314804077
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=,malicious,13,5,0,0,1,1,1,0,1,0,61,0.987529754638672
https://www.groove.pl/,benign,9,3,2,3,0,0,0,1,0,0,22,0.590287983417511
http://www.sysprobs.com/best-free-music-downloads-for-android-cell-smart-phones,benign,12,3,2,3,1,0,1,1,0,0,79,0.2866053581237793
https://www.slanguide.com/what-does-sms-mean/,benign,13,4,2,3,1,0,0,1,0,0,45,0.2866053581237793
https://www.youtube.com/watch?v=HlsHu9aD9_s,benign,11,3,2,3,1,0,0,1,0,0,43,0.0037477237638086
https://www.marsbahis234.com/tr/,malicious,16,4,2,3,0,0,0,1,0,0,32,0.2866053581237793
http://jmockit.github.io,benign,9,2,2,3,0,0,1,1,0,0,24,0.8694126605987549
https://www.all-about-psychology.com/,benign,24,3,2,3,1,0,0,1,0,2,37,0.3586342632770538
https://rainbow-walker.com/img/event/svg/path/,malicious,18,7,1,2,1,0,0,0,0,1,46,0.2357257157564163
http://www.topgaysongs.com/facebook_icon,benign,15,3,2,3,1,0,1,1,0,0,40,0.2866053581237793
http://pixel.baltic-dragon.ru/PLUGS/GeneralDomain/,malicious,16,5,2,3,1,0,1,1,0,1,50,0.9767307043075562
http://www.zamzar.com/convert/mp3-to-wav,benign,10,4,2,3,1,0,1,1,0,0,40,0.597105085849762
http://www.audioenglish.org/dictionary/german_luftwaffe.htm,benign,16,4,2,3,1,0,1,1,1,0,59,0.1881412416696548
https://www.downloadsarab.com/,benign,17,3,2,3,0,0,0,1,0,0,30,0.2866053581237793
https://rebrand.ly/w1lrupp,malicious,10,3,1,2,0,0,0,0,0,0,26,0.865546464920044
https://www.nuix.com/,benign,8,3,2,3,0,0,0,1,0,0,21,0.597105085849762
http://www.homeandlearn.org/open_a_text_file_in_vba.html,benign,16,3,2,3,1,0,1,1,1,0,56,0.1881412416696548
http://www.incom.ru/,benign,8,3,2,3,0,0,1,1,0,0,20,0.7335138916969299
https://binanceofficialdex.com/,malicious,22,3,1,2,0,0,0,0,0,0,31,0.2366850227117538
https://heryerdenoyna.com/?jumpid=sc_i6qf3r1g2c,malicious,17,3,1,2,1,0,0,0,0,0,47,0.2366850227117538
http://evrognosi.gr/domains/evrognosi/images/de/,malicious,12,7,1,2,0,0,1,0,0,0,48,0.9298921823501588
http://docsfile321937sec83875948yr20n.wm.r.appspot.com/,malicious,11,3,4,5,0,0,1,1,0,0,55,0.8165733218193054
https://softkinetic-com-dot-gl494903049.wl.r.appspot.com/,malicious,11,3,4,5,1,0,0,1,0,3,57,0.8165733218193054
https://www.facebook.com/TheGraphicsFairy/,benign,12,4,2,3,0,0,0,1,0,0,42,0.4099827110767364
https://www.families.com/,benign,12,3,2,3,0,0,0,1,0,0,25,0.002444666577503
http://iflix.top,benign,9,2,1,2,0,0,1,0,0,0,16,0.9795327186584472
http://intersong-lyrics.blogspot.com,benign,12,2,2,3,1,0,1,1,0,1,36,0.0977709516882896
https://www.sejapremium.com.br/,benign,18,3,3,4,0,0,0,1,0,0,31,0.9877186417579652
http://www.google.co.in/patents/US4394828,benign,12,4,3,4,0,0,1,1,0,0,41,0.4302114248275757
http://twowheelcool.com/twitter.com/login9ed2.html?lang=en,malicious,16,4,1,2,1,0,1,0,2,0,58,0.2366850227117538
http://informacje24-alert.eu/weryfikacja/mobile,malicious,21,4,1,2,1,0,1,0,0,1,47,0.7828781008720398
https://www.youtube.com/user/VoltaireMusicPage,benign,11,4,2,3,0,0,0,1,0,0,46,0.0037477237638086
http://www.rbelectricidad.cl/ihrfall3734169042114406&cgi3-viewkontakt-3734169042114406-007acctpagetype-3734169042114406=23599-problema&info@agrarking.de.html,malicious,17,3,2,3,1,0,1,1,2,0,157,0.9513141512870787
https://livrodosmediuns.wordpress.com/,benign,13,3,2,3,0,0,0,1,0,0,38,0.0173723343759775
https://bankcampuscareers.tal.net/vx/lang-en-GB/candidate/application/292496,malicious,7,7,2,3,1,0,0,1,0,0,76,0.5755923390388489
https://www.npmjs.com/node-red,benign,9,3,2,3,1,0,0,1,0,0,30,0.597105085849762
https://peuveredta.files.wordpress.com/2015/10/u-verse-residential-gateway-user-guide.pdf,benign,13,5,3,4,1,0,0,1,1,0,89,0.1661412268877029
http://piripiriormskirk.co.uk,benign,22,2,2,3,0,0,1,0,0,0,29,0.4122382700443268
http://bbgeeks.com/.f/?WejaSaoPKN,malicious,11,4,1,2,1,0,1,0,1,0,33,0.4783729314804077
http://resources.infosecinstitute.com/session-hijacking-cheat-sheet/,benign,20,4,2,3,1,0,1,1,0,0,68,0.2515789568424225
http://www.contextures.com/excelhyperlinkfunction.html,benign,15,3,2,3,0,0,1,1,1,0,54,0.2866053581237793
http://www.mutuo.it,benign,8,2,2,3,0,0,1,1,0,0,19,0.9135004878044128
http://www.Cisco.com/c/en/us/support/docs/security/asa-5500-x-series-next-generation-firewalls/118050-config-bgp-00.html,benign,9,10,2,3,1,0,1,1,1,0,120,0.2866053581237793
http://www.gaudi.ch/GaudiLabs/?page_id=19,benign,8,4,2,3,1,0,1,1,0,0,41,0.5353759527206421
https://www.ovcmt.com/,benign,9,3,2,3,0,0,0,1,0,0,22,0.597105085849762
http://www.rsmultibox.com/download/,malicious,14,4,2,3,0,0,1,1,0,0,35,0.2866053581237793
http://www.grup-whatsapp-invite.zzux.com/,malicious,8,3,3,4,1,0,1,1,0,2,41,0.862562358379364
https://mailserver67187.uc.r.appspot.com,malicious,11,2,4,5,0,0,0,1,0,0,40,0.3766705095767975
https://www.vitalitymedical.com/,benign,19,3,2,3,0,0,0,1,0,0,32,0.2866053581237793
http://moriwajin.blogspot.com/,benign,12,3,2,3,0,0,1,1,0,0,30,0.0587155558168888
http://smallbusiness.chron.com/usb-printer-port-adapter-50688.html,benign,9,3,2,3,1,0,1,1,1,0,66,0.3821315765380859
http://saigonsportcity.com/wp-content/plugins/Chasesupdate/,malicious,19,6,1,2,1,0,1,0,0,0,59,0.2366850227117538
https://moviestarplanet.dk/,benign,18,3,1,2,0,0,0,0,0,0,27,0.8035188317298889
https://en.wikipedia.org/wiki/LATAM_Chile,benign,13,4,2,3,1,0,0,1,0,0,41,4.965347670804476e-06
